17595	56.3898	-3.21981	2.1111	0.7654	3,2,2,1,3,1,3,1,3	http://www.geograph.org.uk/photo/104286
41670	56.2343	-4.89638	6.5000	4.9167	3,8,10,5,6,7	http://www.geograph.org.uk/photo/203119
2584	56.2363	-4.84811	7.1667	6.1389	8,6,6,10,3,10	http://www.geograph.org.uk/photo/20559
34700	55.6311	-4.61491	4.5000	1.7500	6,5,4,6,5,2,5,3	http://www.geograph.org.uk/photo/174508
89078	52.9986	-3.67342	4.5714	2.8163	3,4,4,2,7,6,6	http://www.geograph.org.uk/photo/440156
135034	52.3877	-1.27611	3.6667	2.2222	2,2,3,3,6,3,3,6,5	http://www.geograph.org.uk/photo/721237
7487	54.7781	-3.40719	3.4286	1.1020	4,5,2,4,4,3,2	http://www.geograph.org.uk/photo/51990
15454	51.5688	0.00293389	1.1667	0.1389	1,2,1,1,1,1	http://www.geograph.org.uk/photo/93806
102077	56.8439	-5.0329	4.6667	3.2222	4,2,4,7,7,4	http://www.geograph.org.uk/photo/511529
136557	51.1582	-4.01685	3.8571	2.6939	3,1,6,3,4,6,4	http://www.geograph.org.uk/photo/731525
88021	55.4443	-4.13776	7.2857	2.4898	8,10,6,8,9,9,4,6,7,9,7,8,6,10,7,7,7,6,9,8,7,5,6,5,7,9,9,5	http://www.geograph.org.uk/photo/434413
39823	52.1156	-0.701538	3.6667	2.8889	2,3,6	http://www.geograph.org.uk/photo/195358
192037	54.4118	-2.22899	6.6667	4.2222	7,6,9,3,6,9	http://www.geograph.org.uk/photo/1046205
188975	52.4816	-0.451021	5.9091	2.4463	7,8,4,7,8,7,6,4,6,4,4	http://www.geograph.org.uk/photo/1031549
24478	55.6648	-6.21121	4.8000	0.5600	6,4,5,5,4	http://www.geograph.org.uk/photo/134724
145285	54.0867	-2.70498	7.1667	2.8056	8,6,4,8,9,8	http://www.geograph.org.uk/photo/791207
60731	56.5729	-3.92035	7.1667	3.1389	8,8,5,10,5,7	http://www.geograph.org.uk/photo/291753
194457	51.3981	-3.51339	4.3333	6.2222	3,2,6,2,9,4	http://www.geograph.org.uk/photo/1057474
18697	51.0729	-0.753776	5.0000	4.0000	6,4,1,7,3,6,7,6	http://www.geograph.org.uk/photo/109508
214528	57.5493	-4.85057	4.2500	1.4375	5,6,5,5,3,4,2,4	http://www.geograph.org.uk/photo/1145550
29423	54.1506	-0.510047	4.0000	2.8571	1,5,5,6,5,4,2	http://www.geograph.org.uk/photo/154112
