150593	55.1819	-3.725	6.3333	0.5556	7,7,7,6,5,6	http://www.geograph.org.uk/photo/823276
19152	50.9428	-1.84199	2.5000	0.7500	2,2,4,2	http://www.geograph.org.uk/photo/111376
125178	56.6193	-3.34895	4.1667	1.1389	4,4,3,5,6,3	http://www.geograph.org.uk/photo/650756
170169	52.7487	-0.786219	4.6522	1.9660	6,5,2,6,7,5,4,5,6,4,7,3,2,6,5,6,4,5,3,5,3,4,4	http://www.geograph.org.uk/photo/934964
124603	50.8337	-2.64406	2.9000	1.0900	3,3,2,3,3,1,5,2,4,3	http://www.geograph.org.uk/photo/647162
188764	57.423	-4.33994	5.0000	6.0000	5,9,3,3	http://www.geograph.org.uk/photo/1030474
61042	52.6219	0.854155	3.0000	2.0000	2,3,3,4,6,2,1,3	http://www.geograph.org.uk/photo/293512
189680	57.4695	-5.16066	7.1000	2.8900	7,7,8,5,7,10,8,6,4,9	http://www.geograph.org.uk/photo/1034981
19492	52.5365	-1.58125	4.5000	2.2500	5,5,6,6,2,3	http://www.geograph.org.uk/photo/113112
151915	56.891	-5.07186	4.8000	3.7600	7,7,2,4,4	http://www.geograph.org.uk/photo/830993
25017	55.2003	-1.71717	4.6000	6.6400	7,8,3,1,4	http://www.geograph.org.uk/photo/136811
49302	50.9166	-1.17909	5.0000	2.8571	6,6,2,6,7,3,5	http://www.geograph.org.uk/photo/235085
66696	51.7246	-1.60906	3.0000	0.8000	2,4,4,2,3	http://www.geograph.org.uk/photo/324603
83567	52.8285	-0.42297	3.6000	2.6400	3,5,6,2,2	http://www.geograph.org.uk/photo/412500
12358	55.5787	-2.2554	2.7500	1.1875	1,3,3,4	http://www.geograph.org.uk/photo/78956
208304	52.8836	-1.7521	1.5000	0.5833	1,1,1,2,3,1	http://www.geograph.org.uk/photo/1119964
211540	59.0082	-3.00798	4.8333	3.1389	7,2,6,5,6,3	http://www.geograph.org.uk/photo/1133734
59134	52.6572	0.343068	4.8889	2.7654	5,7,3,4,6,3,8,4,4	http://www.geograph.org.uk/photo/283551
52667	52.8626	-2.13073	2.5000	0.2500	2,2,3,2,3,3	http://www.geograph.org.uk/photo/250875
130989	53.5307	-1.25163	5.3750	3.7344	3,3,4,6,9,7,6,5	http://www.geograph.org.uk/photo/692603
8633	51.0186	0.0390211	5.5000	2.0500	4,4,4,7,8,6,5,6,4,7	http://www.geograph.org.uk/photo/58415
103276	50.7839	-1.9878	4.0000	8.0000	3,3,3,10,1,4	http://www.geograph.org.uk/photo/518509
123879	51.9523	-2.54281	3.7778	2.8395	2,3,3,5,1,3,6,6,5	http://www.geograph.org.uk/photo/642038
68686	55.8735	-6.31525	7.6667	2.2222	6,7,8,9,10,6	http://www.geograph.org.uk/photo/335081
167531	60.8254	-0.846164	8.5000	1.5833	10,8,9,9,6,9	http://www.geograph.org.uk/photo/919204
170206	51.9426	-4.64195	4.8333	3.8056	2,6,3,8,5,5	http://www.geograph.org.uk/photo/935169
189407	57.0395	-3.20806	3.2000	5.3600	6,2,1,1,6	http://www.geograph.org.uk/photo/1033796
195798	56.5244	-4.46849	5.3333	1.8889	4,5,8,4,5,6	http://www.geograph.org.uk/photo/1063688
19596	52.8716	-0.689474	5.0000	0.5000	5,5,5,5,4,4,6,6	http://www.geograph.org.uk/photo/113582
22332	54.0124	-0.679833	3.0000	5.2000	7,1,2,1,4	http://www.geograph.org.uk/photo/125355
42027	51.9443	-0.379092	5.8750	0.6094	6,7,5,5,6,7,5,6	http://www.geograph.org.uk/photo/204527
190912	51.9157	-1.27325	3.2000	8.5600	2,1,2,9,2	http://www.geograph.org.uk/photo/1040922
37220	56.1008	-4.06932	7.5000	2.1167	9,9,8,8,10,7,8,7,7,7,5,8,7,10,7,5,7,8,8,7,7,4,8,7,8,6,10,10,7,6	http://www.geograph.org.uk/photo/184852
85740	50.2676	-4.95597	4.6250	1.9844	5,6,2,6,5,6,3,4	http://www.geograph.org.uk/photo/422640
203624	53.6966	-2.3808	4.8333	5.1389	2,4,3,5,9,6	http://www.geograph.org.uk/photo/1100929
14302	50.7329	-1.27584	3.7500	3.9375	4,5,2,6,3,1,2,7	http://www.geograph.org.uk/photo/88388
126884	58.3324	-4.25541	5.8750	4.3594	4,9,8,6,3,4,8,5	http://www.geograph.org.uk/photo/662422
138198	52.4191	0.472804	3.8000	0.9600	3,5,3,5,3	http://www.geograph.org.uk/photo/742688
76500	52.948	0.780255	4.2000	3.1600	5,4,2,6,5,2,3,2,7,6	http://www.geograph.org.uk/photo/378854
135233	51.4245	-0.133431	1.7500	0.4375	2,1,1,1,3,2,2,2	http://www.geograph.org.uk/photo/722877
121966	55.0871	-2.0351	5.0000	0.4000	5,5,4,5,6	http://www.geograph.org.uk/photo/627223
42435	50.8987	-3.10375	5.5714	3.9592	7,5,6,7,7,1,6	http://www.geograph.org.uk/photo/206364
11995	50.9668	-1.2836	3.7143	3.6327	1,2,5,2,6,4,6	http://www.geograph.org.uk/photo/77136
20259	55.9419	-4.20979	2.0000	0.7500	1,3,1,3,3,2,2,1	http://www.geograph.org.uk/photo/116535
126385	52.7993	-2.86139	3.3333	2.2222	5,1,5,2,4,3	http://www.geograph.org.uk/photo/658760
71245	52.5383	1.2384	5.2000	0.5600	5,4,5,6,6	http://www.geograph.org.uk/photo/349676
204906	53.7507	-1.32508	3.2000	3.7600	6,4,1,4,1	http://www.geograph.org.uk/photo/1106239
66505	53.6768	0.00981709	4.5714	0.8163	3,4,5,6,4,5,5	http://www.geograph.org.uk/photo/323847
159631	57.1478	-4.38157	4.0000	4.4000	7,2,6,3,2	http://www.geograph.org.uk/photo/876230
152325	50.5972	-3.84339	5.7143	1.0612	6,7,7,5,4,5,6	http://www.geograph.org.uk/photo/833253
216079	52.7419	1.58355	5.5000	4.2500	9,4,3,8,6,6,3,5	http://www.geograph.org.uk/photo/1151908
114692	56.1026	-4.27286	5.6000	1.4400	5,7,7,4,5	http://www.geograph.org.uk/photo/578215
6146	53.0735	-3.08227	2.0000	0.8571	3,1,1,2,1,3,3	http://www.geograph.org.uk/photo/43379
142565	50.3932	-4.25357	6.1429	2.9796	8,9,5,4,7,5,5	http://www.geograph.org.uk/photo/773335
79252	53.0506	-0.226563	2.5000	2.7500	1,2,1,3,2,4,6,1	http://www.geograph.org.uk/photo/392328
61074	50.3159	-4.67192	4.2000	2.9600	2,3,4,7,5	http://www.geograph.org.uk/photo/293605
23760	51.8251	-2.03628	6.0000	0.5000	6,7,6,5	http://www.geograph.org.uk/photo/131479
128231	52.2461	-0.415286	4.5556	4.6914	6,7,6,8,2,4,2,4,2	http://www.geograph.org.uk/photo/672878
95082	53.2499	-2.21434	3.5000	3.5833	1,2,5,2,6,5	http://www.geograph.org.uk/photo/471343
47528	56.5549	-4.58392	7.6000	2.5067	8,7,7,6,5,8,10,9,7,6,10,9,5,9,8	http://www.geograph.org.uk/photo/226981
32854	56.6053	-6.60253	7.8000	3.3600	6,7,8,9,5,5,9,10,9,10	http://www.geograph.org.uk/photo/166837
17226	56.2993	-5.21337	6.2000	4.9600	7,8,6,2,8	http://www.geograph.org.uk/photo/102440
190230	56.2447	-4.71537	7.4000	2.6400	5,9,9,6,8	http://www.geograph.org.uk/photo/1037386
66087	52.5008	-0.438262	3.6250	1.9844	2,7,3,3,4,3,3,4	http://www.geograph.org.uk/photo/321977
155748	51.3398	-0.634987	3.6000	3.8400	7,4,3,3,1	http://www.geograph.org.uk/photo/854023
74135	54.4607	-2.07621	5.2500	4.6875	3,7,3,5,4,5,5,10	http://www.geograph.org.uk/photo/365390
23075	50.6896	-3.56453	6.7500	0.6875	6,6,7,8	http://www.geograph.org.uk/photo/128224
122806	52.918	-0.69313	3.5000	0.7500	2,4,4,4	http://www.geograph.org.uk/photo/633274
105118	56.8315	-5.42762	8.5000	1.2500	9,7,10,8	http://www.geograph.org.uk/photo/529026
134334	51.4072	-2.75777	1.5000	0.2500	1,2,2,1,1,2	http://www.geograph.org.uk/photo/716167
103419	50.5706	-3.68191	5.2857	1.6327	4,7,6,5,3,6,6	http://www.geograph.org.uk/photo/519432
205932	53.5459	-2.79995	1.6667	0.8889	2,2,1,1,1,1,1,4,2	http://www.geograph.org.uk/photo/1110223
37255	55.4007	-4.53807	2.8333	2.4722	5,1,1,3,1,4,2,1,5,5,3,3	http://www.geograph.org.uk/photo/184986
177266	52.6732	-2.40852	2.0000	0.5714	3,2,1,2,3,2,1	http://www.geograph.org.uk/photo/972716
73359	51.9239	-1.33828	4.3750	1.9844	3,4,2,5,7,4,5,5	http://www.geograph.org.uk/photo/361011
47821	54.0006	-2.17851	5.3750	1.7344	5,4,6,7,3,6,7,5	http://www.geograph.org.uk/photo/228127
11950	53.7651	-2.94977	3.8333	5.4722	7,7,3,1,3,2	http://www.geograph.org.uk/photo/76900
158204	58.0648	-4.38383	3.7778	3.9506	1,3,4,7,2,2,3,6,6	http://www.geograph.org.uk/photo/868679
152277	57.0632	-2.81698	3.7143	1.0612	3,5,5,2,4,4,3	http://www.geograph.org.uk/photo/833027
198468	51.1514	0.943607	4.0000	3.6000	4,7,2,5,2	http://www.geograph.org.uk/photo/1076462
3578	56.6382	-4.95991	8.4286	2.2449	8,9,9,9,5,10,9	http://www.geograph.org.uk/photo/27374
78958	52.8474	-3.92614	6.7500	4.1875	10,7,5,5	http://www.geograph.org.uk/photo/390921
133805	50.7259	-4.51293	4.6667	4.8889	5,2,7,6,8,6,1,3,4	http://www.geograph.org.uk/photo/713423
8191	52.17	-1.72947	3.2857	2.7755	2,3,4,6,1,2,5	http://www.geograph.org.uk/photo/56309
24342	52.2974	-2.23626	3.5000	1.7500	4,4,1,5,3,4,2,5	http://www.geograph.org.uk/photo/134133
157440	55.9747	-2.63267	6.1667	3.1389	4,7,7,9,6,4	http://www.geograph.org.uk/photo/864443
6786	51.8687	-0.191507	3.0000	2.0000	6,3,3,2,2,2	http://www.geograph.org.uk/photo/47680
6643	57.6969	-4.17297	4.3000	4.6100	5,7,3,7,1,2,2,5,7,4	http://www.geograph.org.uk/photo/46761
